,unprocessed_tweet,product,emotion,processed_tweet,emotion_encoded
352,".@mention Bad Apple: shows up late, Qs the process, poo-poos ideas, leaves early. Can even be &quot;I'm too creative&quot; or busy #gamestorming #sxsw",Apple,Negative emotion,bad apple show late qs process poopoos idea leave early even quotim creativequot busy gamestorming,0
354,Trying to balance the power of power needs on iPhone vs iPad at #sxsw. This 3G iPad sucks it out quick. Might have go airplane mode.,iPad,Negative emotion,try balance power power need iphone v ipad ipad suck quick might go airplane mode,0
356,My iPhone battery at 100%. #winning at #SXSW,iPhone,Positive emotion,iphone battery win,1
357,My iPhone battery can't keep up with my tweets! Thanks Apple.  #SXSW  #precommerce,iPhone,Negative emotion,iphone battery cant keep tweet thank apple precommerce,0
359,this will be fun to watch. #ipadmadness RT @mention Apple Opening Pop-Up Store In Austin For SXSW {link} #sxsw,Apple,Positive emotion,fun watch ipadmadness apple open popup store austin,1
360,This will be out of control: #Apple set to open popup shop in core of #SXSW action {link} via @mention  cc @mention,Apple,Positive emotion,control apple set open popup shop core action via cc,1
362,Celebrate Beauty of the Web @mention the MSFT #IE9 launch &amp; play our new #html5 game to win an iPad2 {link} #sxsw,iPad,Positive emotion,celebrate beauty web msft ie launch amp play new html game win ipad,1
367,ÛÏ@mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot;  @mention,iPad,Negative emotion,best thing ive heard weekend quoti give ipad money japan relief need ipad quot,0
369,IPad 2 is better..they have had time to improve #sxsw,iPad,Positive emotion,ipad betterthey time improve,1
371,{link} Go beyond Earth Hour this year by sharing positive actions with the world. Download the #EarthHour 60+ iPhone app. #SXSW,iPad or iPhone App,Positive emotion,go beyond earth hour year share positive action world download earthhour iphone app,1
373,Google vs Bing on #bettersearch. Bing has a shot at success w/ structured search.  Potentially higher margin CPA model vs #Google. #SXSW,Google,Negative emotion,google v bing bettersearch bing shot success structure search potentially high margin cpa model v google,0
374,Of course Bing results are good they are Google's:) #SEO #SXSW #qagb,Google,Positive emotion,course bing result good google seo qagb,1
380,impulsive buy = all your friends at #SXSW -&gt; I now have one too. Selling my 1st gen 32gb 3g iPad now,iPad,Positive emotion,impulsive buy friend gt one selling st gen gb ipad,1
381,ÛÏ@mention Buying 2 new iPad's with @mention #geekdate #apple #sxsw #ipad2Û :),iPad,Positive emotion,buy new ipads geekdate apple ipad,1
382,Someone's buying herself a present ;-) RT @mention Apple Is Opening A Pop-Up Store In Austin For #SXSW {link},Apple,Positive emotion,someone buy present apple open popup store austin,1
383,Nice find by RSQ's @mention {link} #sxsw #iPad #app,iPad or iPhone App,Positive emotion,nice find rsqs ipad app,1
386,&quot;You can Google Canadian Tuxedo and lose yourself for hours&quot; #sxsw,,Positive emotion,quotyou google canadian tuxedo lose hoursquot,1
388,"Exciting, canÛªt wait! RT @mention Apple is opening up a temporary store in downtown Austin for #SXSW &amp; the iPad 2 launch {link}",Apple,Positive emotion,excite cant wait apple open temporary store downtown austin amp ipad launch,1
389,"Great for certain meetings. RT @mention Hello, Holler Gram, our new iPad app {link} #hollergram #sxsw",iPad or iPhone App,Positive emotion,great certain meeting hello holler gram new ipad app hollergram,1
390,Dont miss Charles Chen for Android/ChromeOS  Access at SXSW: @mention the Google booth in Exhibit Hall 3 @mention 1PM #sxsw,Google,Positive emotion,miss charles chen androidchromeos access google booth exhibit hall pm,1
405,"iPad 2 is coming out at #SXSW, guess Apple's pretty desperate to give it attention.",Apple,Negative emotion,ipad come guess apple pretty desperate give attention,0
406,"If you're coming to #SXSW be sure to download the SXSW Go app, it has all the schedules and locations of the events. {link}",iPad or iPhone App,Positive emotion,come sure download go app schedule location event,1
407,Seriously considering leaving my MacBook Pro at home and flying solo with the iPad for a week. Think I can make it work? #sxsw,iPad,Positive emotion,seriously consider leave macbook pro home fly solo ipad week think make work,1
417,Shipments daily - follow @mention #AppleATXdt 4 updates RT @mention Pop-up Apple Store seems to be out of pop-up iPad2s. #SXSW,,Negative emotion,shipment daily follow appleatxdt update popup apple store seem popup ipads,0
420,Four more days! #ipad #sxsw #weekend #battlela,iPad,Positive emotion,four day ipad weekend battlela,1
421,IPhone is dead. Find me on the secret batphone #sxsw.,iPhone,Negative emotion,iphone dead find secret batphone,0
428,Google TV demo at the league for extraordinary hackers. Cool stuff! I like Web apps on TV. #google #sxsw #lxh,Other Google product or service,Positive emotion,google tv demo league extraordinary hacker cool stuff like web apps tv google lxh,1
429,Best iPad design: Big chunky elements. Generous space. Clarity trumps density. Tap quality trumps tap quantity. #tapworthy #sxsw,iPad,Positive emotion,best ipad design big chunky element generous space clarity trump density tap quality trump tap quantity tapworthy,1
430,Attending Designing iPad Interfaces - New Navigation Schemas w/ @mention Great stuff so far.  #sxsw,iPad,Positive emotion,attend design ipad interface new navigation schemas great stuff far,1
440,Lovin the digital! @mention band sings into iPhone &amp; plays guitar app as fans record vids on iPad2s #CNN Digital #cnngrill #sxsw #sxswi,,Positive emotion,lovin digital band sings iphone amp play guitar app fan record vids ipads cnn digital cnngrill sxswi,1
442,Why Barry Diller thinks iPad only content is nuts @mention #SXSW @mention {link} @mention,iPad,Negative emotion,barry diller think ipad content nut,0
443,We really DO need another big social network right now - thanks! #SXSW #Google {link},Other Google product or service,Positive emotion,really need another big social network right thanks google,1
445,In Japan: Docomo introduced mobile apps six years before Apple came out with app store. #jpmobilesummit #sxsw,Apple,Negative emotion,japan docomo introduce mobile apps six year apple come app store jpmobilesummit,0
456,Jeez guys dunno about an Apple pop-up over a Gold's Gym. Do u realize how un-Jobs-aesthetic that is? #SXSW #Apple,Apple,Negative emotion,jeez guy dunno apple popup gold gym realize unjobsaesthetic apple,0
461,"Before It Even Begins, #Apple Wins #SXSW {link} #tc #apple",Apple,Positive emotion,even begin apple win tc apple,1
462,"Before It Even Begins, #Apple Wins #SXSW {link} by @mention",Apple,Positive emotion,even begin apple win,1
463,"Before it even begins, #Apple wins #SXSW {link} Opening a temporary store in downtown Austin to support #iPad2 launch #genius",Apple,Positive emotion,even begin apple win open temporary store downtown austin support ipad launch genius,1
465,"Before It Even Begins, Apple Wins #SXSW - TechCrunch - {link} #ipad",Apple,Positive emotion,even begin apple win techcrunch ipad,1
466,"Before It Even Begins, Apple Wins #SXSW {link}",Apple,Positive emotion,even begin apple win,1
467,"Before it even begins, Apple wins #SXSW {link}",Apple,Positive emotion,even begin apple win,1
468,"Before It Even Begins, Apple Wins #SXSW {link}",Apple,Positive emotion,even begin apple win,1
469,"Before It Even Begins, Apple Wins #SXSW {link} /by @mention for @mention",Apple,Positive emotion,even begin apple win,1
470,"Before It Even Begins, Apple Wins #SXSW {link} /via @mention by @mention for @mention",Apple,Positive emotion,even begin apple win via,1
471,"Before It Even Begins, Apple Wins #SXSW {link} on @mention",Apple,Positive emotion,even begin apple win,1
472,"Before It Even Begins, Apple Wins #SXSW {link} via @mention",Apple,Positive emotion,even begin apple win via,1
473,"Before It Even Begins, Apple WinsåÊ#SxSW, {link} -&gt; gonna get sum! via @mention",Apple,Positive emotion,even begin apple winssxsw gt gon na get sum via,1
474,"Before It Even Begins, Apple Wins SXSW - TechCrunch {link} #sxsw",Apple,Positive emotion,even begin apple win techcrunch,1
475,"Before It Even Begins, Apple Wins SXSW {link} &lt;&lt; who will win big at #SXSW ?",Apple,Positive emotion,even begin apple win ltlt win big,1
476,"Before It Even Begins, Apple Wins SXSW {link} #Apple #iPad2 #PM #SXSW",Apple,Positive emotion,even begin apple win apple ipad pm,1
477,"Before It Even Begins, Apple Wins SXSW {link} #apple #ipad2 #SXSW #TC",Apple,Positive emotion,even begin apple win apple ipad tc,1
478,"Before It Even Begins, Apple WinsåÊSXSW {link} #apple #sxsw",Apple,Positive emotion,even begin apple winssxsw apple,1
479,"Before It Even Begins, Apple Wins SXSW {link} #tc #apple #ipad2 #sxsw",Apple,Positive emotion,even begin apple win tc apple ipad,1
480,"Before It Even Begins, Apple WinsåÊSXSW {link} via @mention #apple #sxsw",Apple,Positive emotion,even begin apple winssxsw via apple,1
481,"Before It Even Begins, Apple Wins SXSW: {link} Via @mention @mention #Apple #SXSW",Apple,Positive emotion,even begin apple win via apple,1
482,Badgeless event! Free Drinks! ÛÏ@mention Heading to free Google-sponsored happy hour for Semantic Web Austin @mention Fogo de ChÌÁo #sxswÛ,Google,Positive emotion,badgeless event free drink head free googlesponsored happy hour semantic web austin fogo de cho,1
483,"BEST SWAG EVER. Thanks @mention My charging iPhone thanks you, too. #SXSW {link}",iPhone,Positive emotion,best swag ever thanks charge iphone thanks,1
486,Timing is everything! iPad 2: Brand Winner at SXSW by @mention {link} #pnid #sxsw,iPad,Positive emotion,time everything ipad brand winner pnid,1
487,"Hey #sxsw exhibitors, why not capture your booth experience with a Retrollect disc? Most popular disc wins iPad 2! {link}",iPad,Positive emotion,hey exhibitor capture booth experience retrollect disc popular disc win ipad,1
490,#SXSW has fantastic schedule app for iphone! Bummer I am still crackberry!,iPad or iPhone App,Positive emotion,fantastic schedule app iphone bummer still crackberry,1
491,"Photo: By far, the best #sxsw accessory is an ipad. Followed closely by a margarita. ;-) {link}",iPad,Positive emotion,photo far best accessory ipad follow closely margarita,1
492,One of my fav photos of #SXSW so far @mention &amp;  @mention #google #SXSW {link},Google,Positive emotion,one fav photo far amp google,1
494,I think I fell a bit more in love with #google today. Thanks for throwing the nerd party at the speakeasy during #SxSW,Google,Positive emotion,think fell bit love google today thanks throw nerd party speakeasy,1
495,"The way I figure, an iPad 2 is a good replacement for not making it to #SXSW this year.",iPad,Positive emotion,way figure ipad good replacement make year,1
498,I need to find a better #SXSW stream to follow. The inane iPad 2 tweets are surely not what SouthBy is about,iPad,Negative emotion,need find good stream follow inane ipad tweet surely southby,0
500,Do it! RT Find the hottest spots @mention w/ @mention Hot Spots #SXSW app on #WP7 {link} or iPhone {link},,Positive emotion,find hot spot hot spot app wp iphone,1
505,"Google is focusing on bridging the digital/physical divide. Eg. maps, streetview, hotpot &amp; autonomous driving. #sxsw @mention",Google,Positive emotion,google focus bridge digitalphysical divide eg map streetview hotpot amp autonomous driving,1
506,Hey #SXSW folks please keep us posted on Google #Circles. Hope you're all having a blast! {link},Other Google product or service,Positive emotion,hey folk please keep u post google circle hope blast,1
